# JMH version: 1.19
# VM version: JDK 15, VM 15+36-Ubuntu-1
# VM invoker: /usr/lib/jvm/java-15-openjdk-amd64/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: nl.pim16aap2.ProtocolLibBenchmark.BenchmarkRunner.benchmarkForwardedMethods

# Run progress: 0.00% complete, ETA 01:33:20
# Fork: 1 of 10
# Warmup Iteration   1: 0.132 ops/ns
# Warmup Iteration   2: 0.133 ops/ns
# Warmup Iteration   3: 0.164 ops/ns
# Warmup Iteration   4: 0.163 ops/ns
# Warmup Iteration   5: 0.164 ops/ns
# Warmup Iteration   6: 0.164 ops/ns
# Warmup Iteration   7: 0.163 ops/ns
# Warmup Iteration   8: 0.163 ops/ns
# Warmup Iteration   9: 0.163 ops/ns
# Warmup Iteration  10: 0.162 ops/ns
# Warmup Iteration  11: 0.161 ops/ns
# Warmup Iteration  12: 0.164 ops/ns
# Warmup Iteration  13: 0.163 ops/ns
# Warmup Iteration  14: 0.162 ops/ns
# Warmup Iteration  15: 0.164 ops/ns
# Warmup Iteration  16: 0.164 ops/ns
# Warmup Iteration  17: 0.164 ops/ns
# Warmup Iteration  18: 0.158 ops/ns
# Warmup Iteration  19: 0.159 ops/ns
# Warmup Iteration  20: 0.160 ops/ns
                 benchmarkForwardedMethods·p0.999:  150.440 ns/op
                 benchmarkForwardedMethods·p0.9999: 6124.035 ns/op
                 benchmarkForwardedMethods·p1.00:   17184.000 ns/op

Iteration  14: 30.363 ±(99.9%) 2.222 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   31.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   41.000 ns/op
                 benchmarkForwardedMethods·p0.999:  110.000 ns/op
                 benchmarkForwardedMethods·p0.9999: 4643.770 ns/op
                 benchmarkForwardedMethods·p1.00:   16704.000 ns/op

Iteration  15: 31.991 ±(99.9%) 3.048 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  110.968 ns/op
                 benchmarkForwardedMethods·p0.9999: 5050.362 ns/op
                 benchmarkForwardedMethods·p1.00:   21984.000 ns/op

Iteration  16: 33.950 ±(99.9%) 4.268 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  202.810 ns/op
                 benchmarkForwardedMethods·p0.9999: 11731.840 ns/op
                 benchmarkForwardedMethods·p1.00:   23008.000 ns/op

Iteration  17: 30.672 ±(99.9%) 0.227 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  150.469 ns/op
                 benchmarkForwardedMethods·p0.9999: 474.407 ns/op
                 benchmarkForwardedMethods·p1.00:   682.000 ns/op

Iteration  18: 31.654 ±(99.9%) 3.510 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  163.628 ns/op
                 benchmarkForwardedMethods·p0.9999: 6958.512 ns/op
                 benchmarkForwardedMethods·p1.00:   25568.000 ns/op

Iteration  19: 29.468 ±(99.9%) 1.122 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   31.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   41.000 ns/op
                 benchmarkForwardedMethods·p0.999:  140.000 ns/op
                 benchmarkForwardedMethods·p0.9999: 1301.897 ns/op
                 benchmarkForwardedMethods·p1.00:   8256.000 ns/op

Iteration  20: 31.558 ±(99.9%) 1.402 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  142.810 ns/op
                 benchmarkForwardedMethods·p0.9999: 5783.366 ns/op
                 benchmarkForwardedMethods·p1.00:   6968.000 ns/op


# Run progress: 72.14% complete, ETA 00:26:24
# Fork: 2 of 10
# Warmup Iteration   1: 90.761 ±(99.9%) 29.967 ns/op
# Warmup Iteration   2: 44.413 ±(99.9%) 12.128 ns/op
# Warmup Iteration   3: 52.052 ±(99.9%) 22.157 ns/op
# Warmup Iteration   4: 35.142 ±(99.9%) 6.874 ns/op
# Warmup Iteration   5: 48.484 ±(99.9%) 22.131 ns/op
# Warmup Iteration   6: 32.688 ±(99.9%) 1.344 ns/op
# Warmup Iteration   7: 32.703 ±(99.9%) 1.668 ns/op
# Warmup Iteration   8: 34.324 ±(99.9%) 1.847 ns/op
# Warmup Iteration   9: 32.506 ±(99.9%) 0.510 ns/op
# Warmup Iteration  10: 35.254 ±(99.9%) 2.203 ns/op
# Warmup Iteration  11: 31.339 ±(99.9%) 1.150 ns/op
# Warmup Iteration  12: 31.988 ±(99.9%) 0.834 ns/op
# Warmup Iteration  13: 35.949 ±(99.9%) 1.926 ns/op
# Warmup Iteration  14: 34.697 ±(99.9%) 2.272 ns/op
# Warmup Iteration  15: 30.933 ±(99.9%) 1.399 ns/op
# Warmup Iteration  16: 30.790 ±(99.9%) 1.353 ns/op
# Warmup Iteration  17: 32.302 ±(99.9%) 2.098 ns/op
# Warmup Iteration  18: 30.993 ±(99.9%) 1.511 ns/op
# Warmup Iteration  19: 30.868 ±(99.9%) 1.835 ns/op
# Warmup Iteration  20: 29.661 ±(99.9%) 0.863 ns/op
Iteration   1: 28.527 ±(99.9%) 0.265 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   30.000 ns/op
                 benchmarkForwardedMethods·p0.95:   31.000 ns/op
                 benchmarkForwardedMethods·p0.99:   40.000 ns/op
                 benchmarkForwardedMethods·p0.999:  80.000 ns/op
                 benchmarkForwardedMethods·p0.9999: 207.504 ns/op
                 benchmarkForwardedMethods·p1.00:   2132.000 ns/op

Iteration   2: 32.033 ±(99.9%) 1.730 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  156.445 ns/op
                 benchmarkForwardedMethods·p0.9999: 6845.452 ns/op
                 benchmarkForwardedMethods·p1.00:   8384.000 ns/op

Iteration   3: 31.495 ±(99.9%) 0.314 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  100.000 ns/op
                 benchmarkForwardedMethods·p0.9999: 349.079 ns/op
                 benchmarkForwardedMethods·p1.00:   1994.000 ns/op

Iteration   4: 33.149 ±(99.9%) 1.540 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  120.875 ns/op
                 benchmarkForwardedMethods·p0.9999: 5738.500 ns/op
                 benchmarkForwardedMethods·p1.00:   6376.000 ns/op

Iteration   5: 34.167 ±(99.9%) 2.635 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  162.548 ns/op
                 benchmarkForwardedMethods·p0.9999: 6950.192 ns/op
                 benchmarkForwardedMethods·p1.00:   8032.000 ns/op

Iteration   6: 31.152 ±(99.9%) 0.621 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  150.059 ns/op
                 benchmarkForwardedMethods·p0.9999: 887.649 ns/op
                 benchmarkForwardedMethods·p1.00:   4352.000 ns/op

Iteration   7: 31.408 ±(99.9%) 1.668 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  170.412 ns/op
                 benchmarkForwardedMethods·p0.9999: 6717.885 ns/op
                 benchmarkForwardedMethods·p1.00:   7384.000 ns/op

Iteration   8: 32.953 ±(99.9%) 2.590 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  204.105 ns/op
                 benchmarkForwardedMethods·p0.9999: 7340.976 ns/op
                 benchmarkForwardedMethods·p1.00:   9584.000 ns/op

Iteration   9: 30.035 ±(99.9%) 1.151 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   31.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   41.000 ns/op
                 benchmarkForwardedMethods·p0.999:  90.000 ns/op
                 benchmarkForwardedMethods·p0.9999: 4523.477 ns/op
                 benchmarkForwardedMethods·p1.00:   5448.000 ns/op

Iteration  10: 33.138 ±(99.9%) 2.446 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  240.422 ns/op
                 benchmarkForwardedMethods·p0.9999: 8652.154 ns/op
                 benchmarkForwardedMethods·p1.00:   8880.000 ns/op

Iteration  11: 34.385 ±(99.9%) 1.292 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  200.782 ns/op
                 benchmarkForwardedMethods·p0.9999: 4211.929 ns/op
                 benchmarkForwardedMethods·p1.00:   4448.000 ns/op

Iteration  12: 35.775 ±(99.9%) 1.861 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  201.828 ns/op
                 benchmarkForwardedMethods·p0.9999: 6413.190 ns/op
                 benchmarkForwardedMethods·p1.00:   6568.000 ns/op

Iteration  13: 35.513 ±(99.9%) 1.305 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   41.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  160.325 ns/op
                 benchmarkForwardedMethods·p0.9999: 3839.950 ns/op
                 benchmarkForwardedMethods·p1.00:   6128.000 ns/op

Iteration  14: 33.715 ±(99.9%) 0.920 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  149.118 ns/op
                 benchmarkForwardedMethods·p0.9999: 838.498 ns/op
                 benchmarkForwardedMethods·p1.00:   6000.000 ns/op

Iteration  15: 31.473 ±(99.9%) 1.241 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  166.580 ns/op
                 benchmarkForwardedMethods·p0.9999: 5198.928 ns/op
                 benchmarkForwardedMethods·p1.00:   5664.000 ns/op

Iteration  16: 32.534 ±(99.9%) 1.824 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  153.787 ns/op
                 benchmarkForwardedMethods·p0.9999: 7302.838 ns/op
                 benchmarkForwardedMethods·p1.00:   8672.000 ns/op

Iteration  17: 30.736 ±(99.9%) 1.326 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  190.354 ns/op
                 benchmarkForwardedMethods·p0.9999: 3931.001 ns/op
                 benchmarkForwardedMethods·p1.00:   8208.000 ns/op

Iteration  18: 34.993 ±(99.9%) 2.343 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  180.339 ns/op
                 benchmarkForwardedMethods·p0.9999: 6353.098 ns/op
                 benchmarkForwardedMethods·p1.00:   6696.000 ns/op

Iteration  19: 32.032 ±(99.9%) 1.594 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  160.776 ns/op
                 benchmarkForwardedMethods·p0.9999: 5607.738 ns/op
                 benchmarkForwardedMethods·p1.00:   7168.000 ns/op

Iteration  20: 31.683 ±(99.9%) 1.606 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  190.279 ns/op
                 benchmarkForwardedMethods·p0.9999: 6787.310 ns/op
                 benchmarkForwardedMethods·p1.00:   7920.000 ns/op


# Run progress: 72.86% complete, ETA 00:25:44
# Fork: 3 of 10
# Warmup Iteration   1: 134.028 ±(99.9%) 40.332 ns/op
# Warmup Iteration   2: 33.497 ±(99.9%) 4.895 ns/op
# Warmup Iteration   3: 30.745 ±(99.9%) 1.703 ns/op
# Warmup Iteration   4: 29.561 ±(99.9%) 1.201 ns/op
# Warmup Iteration   5: 29.802 ±(99.9%) 1.803 ns/op
# Warmup Iteration   6: 28.693 ±(99.9%) 0.525 ns/op
# Warmup Iteration   7: 30.617 ±(99.9%) 1.707 ns/op
# Warmup Iteration   8: 30.122 ±(99.9%) 1.480 ns/op
# Warmup Iteration   9: 29.182 ±(99.9%) 0.976 ns/op
# Warmup Iteration  10: 29.894 ±(99.9%) 1.273 ns/op
# Warmup Iteration  11: 29.937 ±(99.9%) 0.894 ns/op
# Warmup Iteration  12: 29.763 ±(99.9%) 1.549 ns/op
# Warmup Iteration  13: 29.691 ±(99.9%) 1.150 ns/op
# Warmup Iteration  14: 30.417 ±(99.9%) 1.079 ns/op
# Warmup Iteration  15: 29.930 ±(99.9%) 1.222 ns/op
# Warmup Iteration  16: 30.454 ±(99.9%) 1.455 ns/op
# Warmup Iteration  17: 30.468 ±(99.9%) 1.480 ns/op
# Warmup Iteration  18: 29.933 ±(99.9%) 1.387 ns/op
# Warmup Iteration  19: 29.504 ±(99.9%) 1.011 ns/op
# Warmup Iteration  20: 30.038 ±(99.9%) 0.866 ns/op
Iteration   1: 29.871 ±(99.9%) 0.956 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  120.361 ns/op
                 benchmarkForwardedMethods·p0.9999: 2028.764 ns/op
                 benchmarkForwardedMethods·p1.00:   6808.000 ns/op

Iteration   2: 30.421 ±(99.9%) 1.433 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  121.000 ns/op
                 benchmarkForwardedMethods·p0.9999: 5054.177 ns/op
                 benchmarkForwardedMethods·p1.00:   8832.000 ns/op

Iteration   3: 30.637 ±(99.9%) 1.329 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   41.000 ns/op
                 benchmarkForwardedMethods·p0.999:  180.120 ns/op
                 benchmarkForwardedMethods·p0.9999: 5397.344 ns/op
                 benchmarkForwardedMethods·p1.00:   6336.000 ns/op

Iteration   4: 30.194 ±(99.9%) 1.181 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   41.000 ns/op
                 benchmarkForwardedMethods·p0.999:  160.667 ns/op
                 benchmarkForwardedMethods·p0.9999: 4768.032 ns/op
                 benchmarkForwardedMethods·p1.00:   5568.000 ns/op

Iteration   5: 31.302 ±(99.9%) 2.074 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  180.000 ns/op
                 benchmarkForwardedMethods·p0.9999: 7472.197 ns/op
                 benchmarkForwardedMethods·p1.00:   8832.000 ns/op

Iteration   6: 29.610 ±(99.9%) 0.410 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   41.000 ns/op
                 benchmarkForwardedMethods·p0.999:  116.184 ns/op
                 benchmarkForwardedMethods·p0.9999: 352.542 ns/op
                 benchmarkForwardedMethods·p1.00:   3016.000 ns/op

Iteration   7: 29.888 ±(99.9%) 1.103 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   41.000 ns/op
                 benchmarkForwardedMethods·p0.999:  153.385 ns/op
                 benchmarkForwardedMethods·p0.9999: 4402.120 ns/op
                 benchmarkForwardedMethods·p1.00:   6240.000 ns/op

Iteration   8: 31.366 ±(99.9%) 1.467 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  231.000 ns/op
                 benchmarkForwardedMethods·p0.9999: 5518.214 ns/op
                 benchmarkForwardedMethods·p1.00:   6760.000 ns/op

Iteration   9: 30.928 ±(99.9%) 1.044 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  153.907 ns/op
                 benchmarkForwardedMethods·p0.9999: 2386.100 ns/op
                 benchmarkForwardedMethods·p1.00:   6336.000 ns/op

Iteration  10: 31.340 ±(99.9%) 1.557 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  237.050 ns/op
                 benchmarkForwardedMethods·p0.9999: 4471.424 ns/op
                 benchmarkForwardedMethods·p1.00:   8816.000 ns/op

Iteration  11: 35.390 ±(99.9%) 4.539 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   41.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  210.401 ns/op
                 benchmarkForwardedMethods·p0.9999: 14611.227 ns/op
                 benchmarkForwardedMethods·p1.00:   19616.000 ns/op

Iteration  12: 30.944 ±(99.9%) 1.699 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   41.000 ns/op
                 benchmarkForwardedMethods·p0.999:  160.992 ns/op
                 benchmarkForwardedMethods·p0.9999: 6486.387 ns/op
                 benchmarkForwardedMethods·p1.00:   7824.000 ns/op

Iteration  13: 31.318 ±(99.9%) 0.874 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  187.111 ns/op
                 benchmarkForwardedMethods·p0.9999: 697.148 ns/op
                 benchmarkForwardedMethods·p1.00:   6448.000 ns/op

Iteration  14: 31.654 ±(99.9%) 1.760 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
                 benchmarkForwardedMethods·p0.999:  180.473 ns/op
                 benchmarkForwardedMethods·p0.9999: 7398.046 ns/op
                 benchmarkForwardedMethods·p1.00:   7992.000 ns/op

Iteration  15: 29.579 ±(99.9%) 1.065 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   31.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   41.000 ns/op
                 benchmarkForwardedMethods·p0.999:  130.000 ns/op
                 benchmarkForwardedMethods·p0.9999: 3877.260 ns/op
                 benchmarkForwardedMethods·p1.00:   6152.000 ns/op

Iteration  16: 29.768 ±(99.9%) 0.844 ns/op
                 benchmarkForwardedMethods·p0.00:   20.000 ns/op
                 benchmarkForwardedMethods·p0.50:   30.000 ns/op
                 benchmarkForwardedMethods·p0.90:   40.000 ns/op
                 benchmarkForwardedMethods·p0.95:   40.000 ns/op
                 benchmarkForwardedMethods·p0.99:   50.000 ns/op
